date,workout,energy burned (cal)
2024-01-24T07:26:26+1000,Functional Strength Training,217.0
2024-01-24T06:40:00+1000,Walking,105.0
2024-01-23T07:32:14+1000,Functional Strength Training,190.0
2024-01-22T07:27:32+1000,Functional Strength Training,167.0
2024-01-22T06:41:00+1000,Walking,53.0
2024-01-19T07:25:19+1000,Functional Strength Training,243.0
2024-01-19T06:36:00+1000,Walking,49.0
2024-01-18T13:50:03+1000,Functional Strength Training,225.0
2024-01-14T14:51:28+1000,Functional Strength Training,142.0
2024-01-13T16:19:28+1000,Functional Strength Training,162.0
2024-01-13T15:43:54+1000,Functional Strength Training,56.0
2024-01-07T13:56:05+1000,Functional Strength Training,126.0
2024-01-02T12:11:48+1000,Functional Strength Training,182.0
2023-12-19T07:08:31+1000,Functional Strength Training,218.0
2023-12-14T07:06:44+1000,Functional Strength Training,187.0
2023-12-13T07:09:29+1000,Functional Strength Training,171.0
2023-12-12T07:15:18+1000,Functional Strength Training,183.0
2023-12-06T06:53:45+1000,Functional Strength Training,179.0
2023-12-04T07:15:31+1000,Functional Strength Training,171.0
2023-12-01T07:13:06+1000,Functional Strength Training,208.0
2023-11-30T07:30:25+1000,Functional Strength Training,272.0
2023-11-29T07:25:07+1000,Functional Strength Training,214.0
2023-11-28T07:30:15+1000,Functional Strength Training,207.0
2023-11-25T13:03:03+1000,Functional Strength Training,264.0
2023-11-24T07:23:19+1000,Functional Strength Training,236.0
2023-11-23T07:19:33+1000,Functional Strength Training,268.0
2023-11-22T11:02:54+1000,Functional Strength Training,252.0
2023-11-21T11:46:54+1000,Functional Strength Training,286.0
2023-11-20T10:38:14+1000,Functional Strength Training,307.0
2023-11-17T10:13:35+1000,Functional Strength Training,370.0
2023-11-16T11:00:00+1000,Functional Strength Training,253.0
2023-11-15T09:22:52+1000,Functional Strength Training,223.0
2023-11-14T11:17:55+1000,Functional Strength Training,322.0
2023-11-13T11:08:34+1000,Functional Strength Training,250.0
2023-11-11T21:45:09+1000,Functional Strength Training,203.0
2023-11-10T11:30:31+1000,Functional Strength Training,279.0
2023-10-26T11:38:48+1000,Functional Strength Training,267.0
2023-10-24T11:18:36+1000,Functional Strength Training,165.0
2023-10-23T10:51:42+1000,Functional Strength Training,279.0
2023-10-20T09:41:04+1000,Functional Strength Training,322.0
2023-10-19T10:11:33+1000,Functional Strength Training,269.0
2023-10-18T10:30:25+1000,Functional Strength Training,275.0
2023-10-17T11:05:42+1000,Functional Strength Training,227.0
2023-10-16T12:47:12+1000,Functional Strength Training,331.0
2023-10-13T10:58:52+1000,Functional Strength Training,214.0
2023-10-12T15:03:31+1000,Functional Strength Training,229.0
2023-10-11T09:43:21+1000,Functional Strength Training,317.0
2023-10-10T10:32:52+1000,Functional Strength Training,359.0
2023-10-09T10:41:28+1000,Functional Strength Training,298.0
2023-10-07T09:16:04+1000,Functional Strength Training,102.0
2023-10-06T10:16:57+1000,Functional Strength Training,414.0
2023-10-05T12:15:57+1000,Functional Strength Training,302.0
2023-10-04T11:55:06+1000,Functional Strength Training,368.0
2023-09-27T08:39:40+1000,Functional Strength Training,212.0
2023-09-22T08:33:25+1000,Functional Strength Training,141.0
2023-09-21T09:51:52+1000,Functional Strength Training,153.0
2023-09-20T09:56:22+1000,Functional Strength Training,296.0
2023-09-19T09:29:00+1000,Functional Strength Training,160.0
2023-09-18T08:17:52+1000,Functional Strength Training,174.0
2023-09-15T08:44:06+1000,Functional Strength Training,211.0
2023-09-14T09:01:56+1000,Functional Strength Training,260.0
2023-09-13T09:11:09+1000,Functional Strength Training,278.0
2023-09-12T08:39:07+1000,Functional Strength Training,249.0
2023-09-11T08:28:13+1000,Functional Strength Training,220.0
2023-09-09T10:29:38+1000,Functional Strength Training,245.0
2023-09-08T10:17:45+1000,Functional Strength Training,314.0
2023-09-07T10:15:55+1000,Functional Strength Training,245.0
2023-09-06T08:14:46+1000,Functional Strength Training,234.0
2023-09-05T10:21:59+1000,Functional Strength Training,227.0
2023-09-05T10:21:59+1000,Functional Strength Training,227.0
2023-09-04T08:27:33+1000,Functional Strength Training,217.0
2023-09-02T15:11:01+1000,Functional Strength Training,280.0
2023-09-01T15:30:02+1000,Functional Strength Training,264.0
2023-08-31T15:57:29+1000,Functional Strength Training,286.0
2023-08-29T22:04:00+1000,Cycling,173.0
2023-08-29T07:25:00+1000,Walking,58.0
2023-08-28T10:47:00+1000,Traditional Strength Training,103.0
2023-08-28T09:18:07+1000,Functional Strength Training,119.0
2023-08-22T09:49:35+1000,Functional Strength Training,235.0
2023-08-21T10:32:19+1000,Functional Strength Training,223.0
2023-08-20T16:13:50+1000,Functional Strength Training,304.0
2023-08-19T12:24:35+1000,Functional Strength Training,290.0
2023-08-17T11:53:05+1000,Functional Strength Training,144.0
2023-08-16T14:39:11+1000,Functional Strength Training,290.0
2023-08-16T08:08:00+1000,Walking,26.0
2023-08-15T16:46:32+1000,Functional Strength Training,243.0
2023-08-15T14:33:00+1000,Cycling,257.0
2023-08-13T12:56:06+1000,Functional Strength Training,468.0
2023-08-13T10:35:00+1000,Walking,93.0
2023-08-11T07:06:00+1000,Walking,130.0
2023-08-10T16:23:48+1000,Functional Strength Training,253.0
2023-08-10T07:24:00+1000,Walking,108.0
2023-08-09T15:39:00+1000,Walking,48.0
2023-08-09T07:21:00+1000,Walking,43.0
2023-08-08T18:01:05+1000,Functional Strength Training,155.0
2023-08-07T17:19:00+1000,Cycling,208.0
2023-08-07T11:40:00+1000,Cycling,268.0
2023-08-07T07:18:00+1000,Cycling,166.0
2023-08-06T14:14:22+1000,Functional Strength Training,266.0
2023-08-05T14:40:05+1000,Functional Strength Training,256.0
2023-08-03T07:39:00+1000,Functional Strength Training,124.0
2023-08-02T18:04:03+1000,Functional Strength Training,293.0
2023-08-02T13:47:00+1000,Other,230.0
2023-08-02T12:23:00+1000,Traditional Strength Training,77.0
2023-08-01T17:56:04+1000,Functional Strength Training,305.0
2023-08-01T17:20:00+1000,Traditional Strength Training,146.0
2023-07-31T12:16:03+1000,Functional Strength Training,291.0
2023-07-31T12:16:03+1000,Functional Strength Training,291.0
2023-07-27T07:14:00+1000,Functional Strength Training,176.0
2023-07-26T13:45:00+1000,Walking,166.0
2023-07-24T18:26:48+1000,Functional Strength Training,251.0
2023-07-24T07:11:00+1000,Other,39.0
2023-07-23T17:09:15+1000,Functional Strength Training,351.0
2023-07-20T18:28:59+1000,Functional Strength Training,295.0
2023-07-20T17:37:00+1000,Cycling,134.0
2023-07-20T13:21:00+1000,Walking,66.0
2023-07-20T12:28:00+1000,Walking,39.0
2023-07-19T07:53:00+1000,Walking,53.0
2023-07-18T07:45:00+1000,Walking,30.0
2023-07-17T19:54:00+1000,Other,86.0
2023-07-17T17:36:00+1000,Cycling,263.0
2023-07-17T12:24:00+1000,Walking,33.0
2023-07-16T15:39:00+1000,Walking,54.0
2023-07-14T16:45:00+1000,Walking,40.0
2023-07-14T15:07:00+1000,Walking,32.0
2023-07-14T09:11:00+1000,Cycling,369.0
2023-07-13T17:34:00+1000,Walking,96.0
2023-07-13T07:31:00+1000,Walking,40.0
2023-07-11T16:08:00+1000,Other,209.0
2023-07-11T13:31:00+1000,Walking,39.0
2023-07-11T12:42:00+1000,Walking,39.0
2022-04-23T07:29:00+1000,Walking,60.0
2022-04-22T18:16:00+1000,Walking,63.0
2022-04-22T12:59:00+1000,Elliptical,225.0
2022-04-22T06:20:00+1000,Walking,130.0
2022-04-21T18:01:00+1000,Walking,0.0
2022-04-21T06:16:00+1000,Walking,0.0
2022-04-20T17:57:00+1000,Elliptical,217.0
2022-04-19T17:55:45+1000,Walking,121.0
2022-04-18T10:35:00+1000,Walking,61.0
2022-04-17T10:51:00+1000,Walking,72.0
2022-04-17T10:06:00+1000,Walking,0.0
2022-04-16T16:33:00+1000,Walking,0.0
2022-04-16T10:15:00+1000,Walking,63.0
2022-04-16T08:53:00+1000,Walking,0.0
2022-04-15T13:07:03+1000,Walking,105.0
2022-04-15T08:29:00+1000,Walking,0.0
2022-04-14T12:42:00+1000,Cycling,125.0
2022-04-14T08:05:00+1000,Cycling,0.0
2022-04-14T06:12:00+1000,Walking,58.0
2022-04-13T17:37:00+1000,Running,0.0
2022-04-13T17:07:00+1000,Cycling,102.0
2022-04-13T06:14:00+1000,Walking,118.0
2022-04-12T18:00:00+1000,Walking,113.0
2022-04-12T06:14:00+1000,Walking,0.0
2022-04-10T09:23:00+1000,Walking,0.0
2022-04-09T10:26:00+1000,Walking,0.0
2022-04-08T16:44:00+1000,Cycling,134.0
2022-04-08T08:02:00+1000,Cycling,65.0
2022-04-08T06:14:00+1000,Walking,0.0
2022-04-07T06:15:00+1000,Walking,0.0
2022-04-06T06:13:00+1000,Walking,0.0
2022-04-04T17:26:00+1000,Cycling,97.0
2022-04-04T06:18:00+1000,Walking,0.0
2022-04-03T10:23:00+1000,Walking,166.0
2022-04-02T12:02:00+1000,Walking,37.0
2022-04-01T07:03:00+1000,Cycling,157.0
2022-04-01T06:05:00+1000,Walking,45.0
2022-03-29T17:15:00+1000,Cycling,134.0
2022-03-29T08:01:00+1000,Walking,56.0
2022-03-28T06:02:00+1000,Walking,54.0
2022-03-26T08:35:00+1000,Walking,72.0
2022-03-26T07:56:00+1000,Walking,63.0
2022-03-23T06:16:00+1000,Walking,0.0
2022-03-22T08:30:00+1000,Cycling,55.0
2022-03-22T05:58:00+1000,Walking,37.0
2022-03-21T06:21:00+1000,Walking,0.0
2022-03-18T08:05:00+1000,Walking,232.0
2022-03-15T18:58:00+1000,Walking,31.0
2022-03-15T17:46:00+1000,Walking,27.0
2022-03-15T06:09:00+1000,Walking,48.0
2022-03-14T06:17:00+1000,Walking,68.0
2022-03-12T11:05:00+1000,Walking,53.0
2022-03-11T07:08:00+1000,Walking,37.0
2022-03-11T06:05:00+1000,Walking,45.0
2022-03-08T17:13:00+1000,Walking,19.0
2022-03-08T08:11:00+1000,Walking,105.0
2022-03-04T07:53:00+1000,Walking,59.0
2022-03-02T06:19:00+1000,Walking,0.0
2022-03-01T05:59:00+1000,Walking,37.0
2022-02-28T18:48:00+1000,Walking,116.0
2022-02-28T17:36:00+1000,Walking,82.0
2022-02-28T08:23:00+1000,Walking,114.0
2022-02-22T17:24:00+1000,Cycling,102.0
2022-02-22T08:02:00+1000,Cycling,74.0
2022-02-22T06:04:00+1000,Walking,39.0
2022-02-21T06:20:00+1000,Walking,0.0
2022-02-20T13:48:00+1000,Walking,21.0
2022-02-20T08:10:00+1000,Walking,39.0
2022-02-19T09:09:00+1000,Walking,35.0
2022-02-18T17:20:00+1000,Walking,71.0
2022-02-18T07:57:00+1000,Cycling,83.0
2022-02-18T06:20:00+1000,Walking,68.0
2022-02-17T06:01:00+1000,Walking,45.0
2022-02-15T06:03:00+1000,Walking,39.0
2022-02-14T06:05:00+1000,Walking,37.0
2022-02-11T05:57:00+1000,Walking,69.0
2022-02-10T06:20:21+1000,Functional Strength Training,48.0
2022-02-10T06:00:00+1000,Walking,37.0
2022-02-09T17:33:49+1000,HIIT,116.0
2022-02-09T06:16:00+1000,Walking,0.0
2022-02-08T18:02:21+1000,HIIT,116.0
2022-02-08T06:17:00+1000,Walking,51.0
2022-02-07T17:40:00+1000,HIIT,116.0
2022-02-07T17:13:00+1000,Walking,50.0
2022-02-07T07:30:00+1000,Walking,50.0
2022-02-07T06:18:00+1000,Walking,0.0
2022-02-04T17:24:00+1000,Walking,69.0
2022-02-04T06:01:00+1000,Walking,40.0
2022-02-02T06:03:00+1000,Walking,47.0
2022-02-01T21:01:00+1000,Walking,31.0
2022-02-01T18:12:00+1000,Walking,43.0
2022-02-01T06:13:00+1000,Walking,0.0
2022-01-30T11:20:00+1000,Walking,69.0
2022-01-30T10:28:00+1000,Walking,37.0
2022-01-29T10:05:00+1000,Walking,42.0
2022-01-28T18:09:00+1000,Walking,48.0
2022-01-28T17:00:00+1000,Cycling,116.0
2022-01-28T05:58:00+1000,Walking,37.0
2022-01-27T17:42:00+1000,HIIT,112.0
2022-01-27T06:11:00+1000,Walking,50.0
2022-01-26T09:43:00+1000,Walking,39.0
2022-01-26T08:47:00+1000,Other,45.0
2022-01-25T17:56:00+1000,Walking,82.0
2022-01-25T06:05:00+1000,Walking,90.0
2022-01-24T17:45:00+1000,Boxing,102.0
2022-01-24T06:13:00+1000,HIIT,163.0
2022-01-23T12:12:00+1000,Walking,0.0
2022-01-23T11:54:00+1000,Walking,0.0
2022-01-22T09:04:00+1000,Cycling,92.0
2022-01-22T08:05:00+1000,Walking,0.0
2022-01-18T06:16:00+1000,Walking,0.0
2022-01-17T06:14:00+1000,Walking,0.0
2022-01-15T15:57:00+1000,Cycling,208.0
2022-01-15T13:03:00+1000,Cycling,213.0
2022-01-15T09:53:00+1000,Walking,0.0
2022-01-14T17:08:00+1000,Walking,115.0
2022-01-14T06:14:00+1000,Walking,0.0
2022-01-13T18:05:00+1000,Walking,0.0
2022-01-13T17:34:00+1000,Walking,48.0
2022-01-13T08:04:00+1000,Cycling,74.0
2022-01-13T06:14:00+1000,Walking,93.0
2022-01-12T08:34:00+1000,Cycling,74.0
2022-01-12T06:15:00+1000,Walking,0.0
2022-01-11T06:15:00+1000,Walking,0.0
2022-01-10T06:09:00+1000,Walking,0.0
2022-01-09T10:50:00+1000,Walking,0.0
2022-01-08T16:25:00+1000,Walking,0.0
2022-01-08T11:21:00+1000,Walking,63.0
2022-01-01T09:34:00+1000,Walking,66.0
2021-12-31T09:04:00+1000,Walking,63.0
2021-12-30T10:30:00+1000,Walking,54.0
2021-12-30T09:51:00+1000,Walking,90.0
2021-12-28T12:02:00+1000,Walking,0.0
2021-12-19T12:59:00+1000,Walking,163.0
2021-12-19T11:19:00+1000,Walking,90.0
2021-12-15T17:16:00+1000,Walking,100.0
2021-12-15T06:20:00+1000,Walking,0.0
2021-12-14T06:21:00+1000,Walking,0.0
2021-12-13T06:09:00+1000,Walking,84.0
2021-12-12T08:12:00+1000,Walking,69.0
2021-12-12T07:32:00+1000,Walking,57.0
2021-12-11T08:39:00+1000,Walking,81.0
2021-12-10T06:02:00+1000,Walking,0.0
2021-12-08T06:17:00+1000,Walking,0.0
2021-12-07T06:17:00+1000,Walking,0.0
2021-12-06T16:58:00+1000,Walking,63.0
2021-12-04T11:43:00+1000,Walking,90.0
2021-12-04T09:03:00+1000,Walking,84.0
2021-12-03T06:43:00+1000,Walking,57.0
2021-12-03T06:08:00+1000,Walking,0.0
2021-12-02T06:21:00+1000,Walking,0.0
2021-12-01T17:19:00+1000,Walking,0.0
2021-12-01T06:15:00+1000,Walking,0.0
2021-11-29T17:27:00+1000,Walking,0.0
2021-11-29T07:53:00+1000,Walking,0.0
2021-11-29T06:24:00+1000,Walking,0.0
2021-11-28T09:40:00+1000,Walking,75.0
2021-11-28T08:45:00+1000,Walking,0.0
2021-11-26T06:17:00+1000,Walking,121.0
2021-11-25T06:53:00+1000,Walking,75.0
2021-11-25T06:20:00+1000,Walking,0.0
2021-11-24T08:02:00+1000,Walking,0.0
2021-11-24T06:05:00+1000,Walking,0.0
2021-11-23T06:10:00+1000,Walking,0.0
2021-11-22T06:03:00+1000,Walking,0.0
2021-11-21T11:28:00+1000,Walking,51.0
2021-11-21T09:55:00+1000,Walking,81.0
2021-11-19T06:15:00+1000,Walking,0.0
2021-11-18T06:18:00+1000,Walking,100.0
2021-11-17T10:53:00+1000,Cycling,270.0
2021-11-17T08:01:00+1000,Walking,0.0
2021-11-17T06:19:00+1000,Walking,0.0
2021-11-16T06:00:00+1000,Walking,66.0
2021-11-13T06:55:00+1000,Walking,127.0
2021-11-12T06:10:00+1000,Walking,0.0
2021-11-11T07:19:00+1000,Walking,54.0
2021-11-11T06:14:00+1000,Walking,0.0
2021-11-10T06:38:00+1000,Walking,0.0
2021-11-09T06:44:00+1000,Walking,72.0
2021-11-08T06:30:00+1000,Walking,54.0
2021-11-07T09:55:00+1000,Walking,87.0
2021-11-06T07:45:00+1000,Walking,0.0
2021-11-04T07:31:00+1000,Walking,78.0
2021-11-04T06:39:00+1000,Walking,75.0
2021-11-03T06:00:00+1000,Walking,0.0
2021-11-02T16:53:00+1000,Walking,48.0
2021-11-02T06:16:00+1000,Walking,0.0
2021-11-01T06:12:00+1000,Walking,0.0
2021-10-31T09:43:00+1000,Walking,78.0
2021-10-30T17:08:00+1000,Walking,90.0
2021-10-30T08:53:00+1000,Walking,0.0
2021-10-29T15:43:00+1000,Walking,45.0
2021-10-29T09:46:00+1000,Walking,0.0
2021-10-28T06:21:00+1000,Walking,51.0
2021-10-27T19:34:00+1000,Walking,57.0
2021-10-25T06:22:00+1000,Walking,69.0
2021-10-24T17:57:00+1000,Walking,0.0
2021-10-24T09:15:00+1000,Walking,66.0
2021-10-24T08:04:00+1000,Walking,0.0
2021-10-22T17:48:00+1000,Walking,48.0
2021-10-22T06:11:00+1000,Walking,0.0
2021-10-19T17:00:00+1000,Walking,57.0
2021-10-15T07:29:00+1000,Walking,63.0
2021-10-15T06:57:00+1000,Walking,72.0
2021-10-13T12:29:00+1000,Walking,0.0
2021-10-13T06:10:00+1000,Walking,0.0
2021-10-12T07:55:00+1000,Walking,57.0
2021-10-12T06:04:00+1000,Walking,81.0
2021-10-11T06:18:00+1000,Walking,0.0
2021-10-10T10:29:00+1000,Walking,93.0
2021-10-08T08:04:00+1000,Walking,48.0
2021-10-08T06:18:00+1000,Walking,0.0
2021-10-06T12:37:00+1000,Walking,63.0
2021-10-06T06:13:00+1000,Walking,0.0
2021-10-05T06:15:00+1000,Walking,0.0
2021-10-04T09:29:00+1000,Walking,75.0
2021-10-03T10:28:00+1000,Walking,78.0
2021-10-03T09:48:00+1000,Walking,66.0
2021-10-02T15:52:00+1000,Walking,0.0
2021-10-02T12:17:00+1000,Walking,87.0
2021-10-02T10:37:00+1000,Walking,87.0
2021-10-01T08:15:00+1000,Walking,93.0
2021-09-30T06:08:00+1000,Walking,84.0
2021-09-29T06:16:00+1000,Walking,0.0
2021-09-28T06:21:00+1000,Walking,0.0
2021-09-27T06:06:00+1000,Walking,0.0
2021-09-25T07:10:00+1000,Walking,0.0
2021-09-24T06:14:00+1000,Walking,0.0
2021-09-23T06:14:00+1000,Walking,0.0
2021-09-22T06:11:00+1000,Walking,0.0
2021-09-21T06:14:00+1000,Walking,0.0
2021-09-19T12:08:00+1000,Walking,111.0
2021-09-19T09:30:00+1000,Walking,114.0
2021-09-18T07:39:00+1000,Other,123.0
2021-09-14T06:13:00+1000,Walking,87.0
2021-09-13T06:10:00+1000,Walking,87.0
2021-09-11T08:21:00+1000,Walking,51.0
2021-09-09T06:22:00+1000,Walking,0.0
2021-09-08T06:18:00+1000,Walking,63.0
2021-09-07T07:29:00+1000,Walking,103.0
2021-09-06T07:23:00+1000,Walking,0.0
2021-09-05T11:52:00+1000,Walking,226.0
2021-09-05T09:00:00+1000,Walking,81.0
2021-09-04T08:10:00+1000,Walking,54.0
2021-09-03T06:07:00+1000,Walking,0.0
2021-09-02T06:13:00+1000,Walking,0.0
2021-09-01T06:11:00+1000,Walking,0.0
2021-08-31T17:34:00+1000,Walking,0.0
2021-08-31T06:05:00+1000,Walking,36.0
2021-08-30T06:16:00+1000,Walking,48.0
2021-08-29T11:48:00+1000,Walking,48.0
2021-08-29T09:29:00+1000,Walking,60.0
2021-08-28T13:58:00+1000,Walking,178.0
2021-08-28T10:09:00+1000,Walking,63.0
2021-08-28T09:30:00+1000,Walking,115.0
2021-08-27T07:15:00+1000,Walking,97.0
2021-08-26T07:26:00+1000,Walking,0.0
2021-08-25T07:27:00+1000,Walking,0.0
2021-08-24T07:28:00+1000,Walking,63.0
2021-08-23T17:03:00+1000,Walking,75.0
2021-08-21T08:19:00+1000,Walking,118.0
2021-08-19T19:48:00+1000,Walking,30.0
2021-08-18T06:18:00+1000,Walking,0.0
2021-08-17T10:51:00+1000,Walking,51.0
2021-08-17T08:07:00+1000,Cycling,167.0
2021-08-17T07:31:00+1000,Walking,81.0
2021-08-14T08:26:00+1000,Walking,106.0
2021-08-13T17:49:00+1000,Walking,48.0
2021-08-13T06:07:00+1000,Walking,0.0
2021-08-11T06:15:00+1000,Walking,0.0
2021-08-10T07:18:00+1000,Walking,54.0
2021-08-10T06:13:00+1000,Walking,0.0
2021-08-09T06:14:00+1000,Walking,0.0
2021-08-08T11:14:00+1000,Walking,84.0
2021-08-06T06:17:00+1000,Walking,0.0
2021-08-05T07:32:00+1000,Walking,81.0
2021-08-05T06:18:00+1000,Walking,0.0
2021-08-04T07:47:00+1000,Walking,142.0
2021-08-03T06:16:00+1000,Walking,103.0
2021-08-01T09:09:00+1000,Walking,45.0
2021-07-30T07:19:00+1000,Walking,87.0
2021-07-30T06:15:00+1000,Walking,0.0
2021-07-29T06:17:00+1000,Walking,0.0
2021-07-28T06:15:00+1000,Walking,0.0
2021-07-27T06:13:00+1000,Walking,0.0
2021-07-26T06:16:00+1000,Walking,0.0
2021-07-25T10:34:00+1000,Walking,36.0
2021-07-23T06:13:00+1000,Walking,0.0
2021-07-22T06:18:00+1000,Walking,0.0
2021-07-21T07:30:00+1000,Walking,47.0
2021-07-20T06:02:00+1000,Walking,47.0
2021-07-19T16:49:00+1000,Walking,0.0
2021-07-19T08:11:00+1000,Walking,0.0
2021-07-18T15:33:00+1000,Walking,0.0
2021-07-18T14:30:00+1000,Walking,0.0
2021-07-18T09:51:00+1000,Walking,51.0
2021-07-17T11:30:00+1000,Walking,37.0
2021-07-17T09:35:00+1000,Walking,100.0
2021-07-16T16:41:00+1000,Walking,0.0
2021-07-16T08:10:00+1000,Walking,0.0
2021-07-15T07:29:00+1000,Walking,160.0
2021-07-14T06:20:00+1000,Walking,0.0
2021-07-13T06:16:00+1000,Walking,0.0
2021-07-12T07:32:00+1000,Walking,47.0
2021-07-12T06:21:00+1000,Walking,112.0
2021-07-10T09:19:00+1000,Walking,63.0
2021-07-10T08:22:00+1000,Other,134.0
2021-07-09T06:06:00+1000,Walking,50.0
2021-07-07T06:18:00+1000,Walking,130.0
2021-07-06T06:14:00+1000,Walking,112.0
2021-07-05T06:25:00+1000,Walking,0.0
2021-07-02T06:08:00+1000,Walking,87.0
2021-07-01T06:22:00+1000,Walking,0.0
2021-06-30T06:17:00+1000,Walking,0.0
2021-06-29T06:20:00+1000,Walking,0.0
2021-06-28T06:21:00+1000,Walking,0.0
2021-06-27T14:19:00+1000,Walking,54.0
2021-06-26T11:57:00+1000,Other,34.0
2021-06-26T10:46:00+1000,Walking,29.0
2021-06-26T09:32:00+1000,Other,139.0
2021-06-25T06:11:00+1000,Walking,50.0
2021-06-24T06:14:00+1000,Walking,0.0
2021-06-23T06:18:00+1000,Walking,0.0
2021-06-22T06:20:00+1000,Walking,0.0
2021-06-21T06:21:00+1000,Walking,0.0
2021-06-19T14:25:00+1000,Walking,169.0
2021-06-19T09:00:00+1000,Walking,32.0
2021-06-18T06:21:00+1000,Walking,106.0
2021-06-17T06:15:00+1000,Walking,0.0
2021-06-16T06:18:00+1000,Walking,0.0
2020-01-13T16:13:59+1000,Functional Strength Training,198.0
2020-01-03T06:47:24+1000,Walking,134.0
2020-01-02T06:48:39+1000,Walking,137.0
2019-01-17T17:03:22+1000,Walking,87.0
2019-01-17T06:44:01+1000,Walking,97.0
2019-01-15T06:46:10+1000,Walking,90.0
2019-01-14T17:15:00+1000,Walking,50.0
2019-01-09T17:23:17+1000,Walking,86.0
2019-01-08T06:42:08+1000,Walking,96.0
2019-01-04T06:37:30+1000,Walking,94.0
2019-01-03T17:32:05+1000,Walking,46.0
2019-01-02T17:52:04+1000,Walking,71.0
2019-01-02T06:35:54+1000,Walking,88.0
2018-12-20T06:41:48+1000,Walking,90.0
2018-12-19T18:22:23+1000,Walking,92.0
2018-12-13T17:35:12+1000,Walking,109.0
2018-12-12T18:09:43+1000,Walking,115.0
2018-12-11T17:44:49+1000,Walking,115.0
2018-12-10T17:16:40+1000,Walking,118.0
2018-12-07T06:50:55+1000,Other,44.0
